state,county,community,communityname,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed
9,9,67610,Seymourtown,3,0.01,0.39,0.02,0.98,0.05,0.02,0.3,0.43,0.25,0.47,0.02,0.79,0.47,0.6,0.05,0.62,0.48,0.17,0.6,0.49,0.44,0.43,0.55,0.21,0.42,0.32,0.5,0.01,0.11,0.3,0.35,0.29,0.26
13,NA,NA,Albanycity,3,0.11,0.52,1,0.15,0.02,0.01,0.58,0.57,0.41,0.33,0.12,1,0.17,0.49,0.2,0.24,0.42,0.77,0.4,0.18,0.18,0.36,0.15,0.15,0.41,0.19,0.24,0.19,0.73,0.48,0.59,0.28,0.74
48,NA,NA,Mercedescity,3,0,0.9,0,0.7,0,1,0.68,0.59,0.42,0.4,0,0,0.02,0.29,0.45,0.12,0.55,1,0.26,0.01,0,0,0,0.14,0.26,0.13,0.16,0.06,1,1,1,0.1,1
42,45,79000,UpperDarbytownship,3,0.11,0.35,0.06,0.89,0.26,0.02,0.28,0.46,0.26,0.56,0.13,1,0.34,0.52,0.38,0.59,0.59,0.26,0.63,0.39,0.35,0.35,0.43,0.23,0.21,0.54,0.51,0.05,0.17,0.21,0.33,0.34,0.27
56,NA,NA,Laramiecity,3,0.03,0.4,0.02,0.9,0.14,0.12,0.89,0.94,0.95,0.21,0,0,0.13,0.74,0.75,0.55,0.27,0.2,0.28,0.24,0.22,0.22,0.11,0.12,0.13,0.3,0.34,0.05,0.56,0.12,0.15,0.66,0.27
40,NA,NA,Okmulgeecity,3,0.01,0.39,0.47,0.44,0.02,0.02,0.5,0.48,0.39,0.61,0,0,0.05,0.22,0.15,0.27,0.71,0.6,0.5,0.09,0.1,0.14,0.15,0.1,0.09,0.15,0.16,0.04,0.89,0.4,0.54,0.13,0.73
42,43,32800,Harrisburgcity,3,0.07,0.32,0.99,0.12,0.11,0.14,0.39,0.49,0.31,0.41,0.08,1,0.14,0.43,0.08,0.26,0.48,0.81,0.53,0.16,0.2,0.31,0.23,0.16,0.19,0.16,0.19,0.13,0.72,0.35,0.57,0.21,0.7
47,NA,NA,Germantowncity,3,0.04,0.66,0.04,0.93,0.17,0.01,0.53,0.33,0.22,0.14,0.05,1,0.94,0.84,0.73,0.84,0.17,0.02,0.31,0.85,0.79,0.77,0.77,0.7,0.45,0.41,0.61,0,0.01,0.01,0.01,0.88,0.07
34,23,45900,Middlesexborough,3,0,0.49,0.03,0.93,0.14,0.06,0.32,0.42,0.25,0.47,0.02,1,0.59,0.69,0.08,0.64,0.5,0.15,0.68,0.57,0.47,0.45,0.46,0,0.44,0.32,0.49,0,0.06,0.28,0.36,0.31,0.19
9,9,54870,NorthHaventown,3,0.02,0.51,0.04,0.94,0.11,0.02,0.33,0.35,0.24,0.6,0.04,1,0.62,0.65,0.3,0.71,0.62,0.04,0.7,0.58,0.56,0.54,0.63,0.75,0.41,0.56,0.88,0,0.05,0.2,0.29,0.42,0.18
39,151,48244,Massilloncity,3,0.03,0.39,0.19,0.84,0.01,0.01,0.4,0.44,0.29,0.52,0.05,1,0.2,0.34,0.17,0.41,0.64,0.48,0.75,0.21,0.2,0.2,0.21,0.22,0.32,0.09,0.29,0.04,0.38,0.32,0.53,0.11,0.6
36,119,81677,WhitePlainscity,3,0.06,0.36,0.37,0.6,0.19,0.26,0.27,0.42,0.26,0.49,0.08,1,0.53,0.61,0.17,0.66,0.5,0.21,0.43,0.63,0.66,0.76,0.36,0.25,0.5,0.33,0.41,0.03,0.19,0.27,0.33,0.61,0.29
25,9,29405,Haverhillcity,3,0.07,0.43,0.04,0.93,0.05,0.1,0.33,0.51,0.29,0.43,0.08,1,0.42,0.56,0.17,0.43,0.46,0.4,0.43,0.43,0.35,0.35,0.32,0.28,0.35,0.25,0.27,0.04,0.22,0.29,0.37,0.33,0.45
18,NA,NA,Elkhartcity,3,0.05,0.35,0.27,0.76,0.05,0.04,0.38,0.51,0.33,0.41,0.07,1,0.23,0.59,0.22,0.39,0.46,0.31,0.33,0.24,0.28,0.3,0.2,0.18,0.25,0.27,0.29,0.05,0.32,0.29,0.49,0.2,0.29
1,NA,NA,Troycity,3,0,0.51,0.66,0.47,0.02,0.01,0.98,0.85,0.92,0.43,0,0,0.09,0.4,0.65,0.3,0.51,0.71,0.31,0.18,0.14,0.21,0.12,0.3,0.39,0,0.14,0.03,0.81,0.54,0.57,0.36,0.48
36,NA,NA,NewYorkcity,4,1,0.41,0.56,0.27,0.43,0.45,0.37,0.5,0.31,0.41,1,1,0.3,0.45,0.16,0.38,0.43,0.64,0.35,0.3,0.38,0.56,0.27,0.19,0.3,0.22,0.3,1,0.51,0.48,0.55,0.36,0.6
6,NA,NA,Monroviacity,4,0.04,0.46,0.2,0.54,0.28,0.53,0.36,0.53,0.32,0.33,0.06,1,0.4,0.57,0.29,0.41,0.39,0.4,0.31,0.4,0.35,0.42,0.3,0.31,0.33,0.24,0.31,0.04,0.32,0.32,0.38,0.31,0.38
36,101,18256,Corningcity,4,0,0.23,0.04,0.95,0.06,0.01,0.35,0.45,0.29,0.63,0,0,0.21,0.32,0.18,0.53,0.71,0.43,0.81,0.27,0.29,0.28,0.37,0.11,0.25,0.07,0.39,0.01,0.36,0.27,0.36,0.33,0.43
6,NA,NA,PaloAltocity,4,0.07,0.26,0.06,0.77,0.64,0.09,0.25,0.39,0.21,0.5,0.09,0.99,0.72,0.58,0.22,0.87,0.41,0.14,0.48,0.81,0.94,0.97,0.61,0.33,0.53,0.47,0.69,0.02,0.11,0.06,0.06,1,0.08
12,NA,NA,Sanfordcity,4,0.04,0.45,0.56,0.53,0.05,0.09,0.41,0.54,0.35,0.41,0.05,1,0.22,0.53,0.19,0.28,0.55,0.44,0.41,0.21,0.2,0.26,0.16,0.12,0.3,0.18,0.24,0.05,0.43,0.32,0.5,0.18,0.35
21,NA,NA,Erlangercity,4,0.01,0.47,0.02,0.98,0.02,0.01,0.39,0.55,0.33,0.27,0.03,1,0.36,0.76,0.13,0.51,0.36,0.17,0.34,0.35,0.28,0.27,0.35,0.55,0.17,0.19,0.77,0.01,0.13,0.18,0.29,0.25,0.12
54,NA,NA,Bluefieldcity,4,0,0.33,0.44,0.65,0.02,0,0.37,0.33,0.22,0.75,0,0,0.16,0.13,0.08,0.39,0.87,0.42,0.72,0.22,0.27,0.32,0.16,0.52,1,0,0.29,0.02,0.53,0.42,0.51,0.27,0.34
18,NA,NA,Portagecity,4,0.03,0.49,0.01,0.96,0.03,0.12,0.48,0.49,0.3,0.32,0.05,1,0.35,0.65,0.06,0.46,0.47,0.27,0.6,0.34,0.27,0.26,0.34,0.28,0.5,0.35,0.37,0.02,0.2,0.27,0.44,0.13,0.38
36,29,40189,Lackawannacity,4,0.02,0.32,0.17,0.83,0.02,0.09,0.33,0.46,0.3,0.63,0.03,1,0.16,0.26,0.17,0.46,0.73,0.51,0.92,0.21,0.19,0.2,0.14,0.15,0.16,0.17,0.27,0.03,0.44,0.49,0.6,0.14,0.56
42,17,44968,LowerMakefieldtownship,4,0.02,0.58,0.03,0.93,0.18,0.02,0.37,0.32,0.2,0.26,0.04,0.94,0.96,0.85,0.22,0.87,0.26,0.06,0.37,0.91,0.82,0.79,0.56,1,0.73,0.19,0.76,0,0.03,0.03,0.07,0.88,0.13
6,NA,NA,Uplandcity,4,0.09,0.49,0.1,0.68,0.43,0.32,0.44,0.5,0.33,0.28,0.1,1,0.5,0.7,0.19,0.48,0.29,0.32,0.37,0.53,0.5,0.53,0.34,0.36,0.45,0.3,0.38,0.04,0.19,0.19,0.26,0.4,0.3
42,81,85312,Williamsportcity,4,0.04,0.38,0.13,0.89,0.03,0.01,0.54,0.56,0.46,0.49,0.05,1,0.14,0.43,0.09,0.39,0.59,0.62,0.47,0.17,0.17,0.17,0.18,0.16,0.32,0.09,0.22,0.06,0.56,0.28,0.48,0.19,0.64
29,NA,NA,Independencecity,4,0.16,0.35,0.03,0.95,0.06,0.03,0.35,0.44,0.27,0.47,0.18,0.99,0.27,0.55,0.24,0.47,0.51,0.24,0.55,0.3,0.28,0.27,0.21,0.17,0.18,0.35,0.36,0.1,0.24,0.23,0.36,0.21,0.32
25,9,59105,Salemcity,4,0.05,0.31,0.05,0.9,0.08,0.12,0.35,0.55,0.37,0.5,0.06,1,0.35,0.47,0.18,0.45,0.51,0.42,0.48,0.4,0.38,0.38,0.25,0.1,0.3,0.15,0.24,0.04,0.3,0.28,0.37,0.39,0.46
6,NA,NA,RedBluffcity,4,0,0.4,0.01,0.87,0.06,0.16,0.39,0.47,0.28,0.51,0,0,0.13,0.24,0.22,0.29,0.54,0.99,0.47,0.12,0.16,0.17,0.09,0.14,0.18,0.17,0.23,0.02,0.54,0.29,0.36,0.15,0.67
36,113,29333,GlensFallscity,4,0.01,0.33,0.02,0.98,0.02,0.02,0.39,0.54,0.35,0.48,0.02,1,0.26,0.5,0.15,0.51,0.58,0.37,0.53,0.31,0.3,0.28,0.28,0.09,0.59,0.2,0.33,0.01,0.28,0.22,0.35,0.32,0.35
39,153,76106,Tallmadgecity,4,0.01,0.45,0.03,0.97,0.04,0.01,0.39,0.38,0.26,0.47,0.02,1,0.42,0.51,0.19,0.66,0.6,0.17,0.75,0.4,0.36,0.34,0.26,0.37,0.16,0,0.38,0.01,0.13,0.18,0.28,0.32,0.31
46,103,52980,RapidCitycity,4,0.07,0.4,0.02,0.82,0.06,0.04,0.43,0.53,0.35,0.36,0.09,1,0.23,0.57,0.61,0.51,0.43,0.32,0.44,0.25,0.25,0.26,0.26,0.09,0.2,0.23,0.39,0.07,0.35,0.22,0.24,0.37,0.3
45,NA,NA,Gaffneycity,4,0.01,0.42,0.76,0.39,0.06,0,0.54,0.52,0.4,0.49,0,0,0.16,0.48,0.17,0.25,0.58,0.49,0.42,0.19,0.19,0.28,0.16,0,0.06,0,0,0.02,0.55,0.74,0.72,0.18,0.62
6,NA,NA,RanchoPalosVerdescity,4,0.05,0.51,0.04,0.64,1,0.1,0.38,0.32,0.23,0.39,0.07,1,1,0.71,0.43,0.84,0.34,0.07,0.62,1,1,1,0.93,0.22,0.64,1,0.89,0.01,0.07,0.05,0.05,0.88,0.08
13,NA,NA,Carrolltoncity,4,0.01,0.47,0.57,0.53,0.04,0.03,0.94,0.93,0.98,0.36,0,0,0.15,0.54,0.3,0.27,0.45,0.47,0.3,0.2,0.22,0.28,0.19,0,0.34,0.13,0.21,0.03,0.56,0.6,0.63,0.32,0.48
55,35,22300,EauClairecity,4,0.07,0.45,0.01,0.93,0.22,0.01,0.73,0.74,0.72,0.4,0.09,1,0.21,0.5,0.31,0.64,0.5,0.43,0.47,0.27,0.22,0.22,0.06,0.15,0.06,0.26,0.13,0.09,0.5,0.25,0.24,0.38,0.36
33,11,48020,Milfordtown,4,0,0.43,0.02,0.98,0.04,0.01,0.34,0.52,0.29,0.3,0,0,0.45,0.73,0.43,0.56,0.32,0.13,0.28,0.44,0.39,0.37,0.38,0.34,0.51,0,0.69,0,0.12,0.18,0.26,0.38,0.32
25,9,5595,Beverlycity,4,0.05,0.4,0.02,0.97,0.06,0.02,0.35,0.45,0.3,0.48,0.06,1,0.46,0.54,0.2,0.57,0.5,0.32,0.55,0.5,0.46,0.44,0.37,0.41,0.3,0.19,0.43,0.02,0.16,0.13,0.2,0.45,0.32
6,NA,NA,Mercedcity,4,0.07,0.66,0.13,0.42,0.94,0.55,0.48,0.57,0.36,0.27,0.09,1,0.22,0.48,0.37,0.33,0.36,0.99,0.42,0.2,0.17,0.26,0.22,0.15,0.08,0.2,0.24,0.13,0.67,0.59,0.54,0.24,0.67
56,NA,NA,Cheyennecity,4,0.06,0.34,0.06,0.85,0.07,0.22,0.4,0.46,0.28,0.38,0.08,1,0.27,0.6,0.42,0.54,0.41,0.24,0.57,0.29,0.28,0.28,0.25,0.17,0.18,0.26,0.31,0.05,0.26,0.18,0.25,0.35,0.38
34,29,70320,Staffordtownship,4,0.01,0.42,0,0.99,0.04,0.02,0.36,0.33,0.21,0.7,0,0,0.33,0.28,0.21,0.55,0.78,0.24,0.85,0.31,0.32,0.3,0,0.13,1,0.7,0.56,0.01,0.19,0.26,0.48,0.18,0.38
23,5,8430,Brunswicktown,4,0.02,0.47,0.04,0.95,0.08,0.02,0.54,0.61,0.5,0.42,0,0,0.32,0.61,0.16,0.56,0.45,0.18,0.64,0.33,0.31,0.31,0.24,0.21,0.21,0.35,0.33,0.01,0.19,0.19,0.27,0.42,0.2
48,NA,NA,Kerrvillecity,4,0.01,0.33,0.08,0.78,0.03,0.41,0.32,0.31,0.22,0.99,0,0,0.17,0.09,0.45,0.52,0.89,0.31,0.78,0.2,0.28,0.3,0.18,0.11,0.13,0.16,0.22,0.02,0.39,0.43,0.46,0.32,0.41
55,79,29400,Glendalecity,4,0.01,0.39,0.1,0.88,0.14,0.01,0.23,0.26,0.14,0.74,0.02,1,0.48,0.52,0.05,0.86,0.71,0.15,0.69,0.49,0.46,0.46,0.33,0.35,0.37,0.46,0.78,0,0.1,0.32,0.28,0.57,0.1
18,NA,NA,Garycity,4,0.17,0.54,1,0,0.01,0.1,0.55,0.5,0.33,0.37,0.18,1,0.13,0.32,0.11,0.12,0.58,0.84,0.65,0.14,0.13,0.2,0.22,0.15,0.19,0.24,0.28,0.31,0.79,0.4,0.62,0.12,1
34,21,74000,Trentoncity,4,0.13,0.56,0.96,0.11,0.04,0.26,0.41,0.53,0.35,0.41,0.14,1,0.23,0.5,0.11,0.24,0.56,0.61,0.44,0.25,0.2,0.29,0.23,0.16,0.27,0.24,0.27,0.14,0.47,0.57,0.74,0.15,0.74
51,820,83680,Waynesborocity,4,0.01,0.33,0.18,0.85,0.01,0.01,0.36,0.41,0.27,0.57,0,0,0.25,0.47,0.56,0.46,0.58,0.25,0.72,0.27,0.28,0.29,0.23,0.16,0.21,0.19,0.45,0.02,0.29,0.48,0.5,0.28,0.27
28,NA,NA,MossPointcity,4,0.01,0.61,1,0,0.01,0.01,0.62,0.51,0.35,0.37,0.03,1,0.16,0.44,0.07,0.17,0.58,0.64,0.53,0.16,0.12,0.23,0.18,0.24,0.28,0.38,0.36,0.04,0.6,0.46,0.62,0.15,1
21,NA,NA,Glasgowcity,4,0,0.34,0.17,0.86,0.02,0,0.37,0.41,0.26,0.65,0,0,0.1,0.23,0.81,0.37,0.71,0.9,0.45,0.15,0.19,0.19,0.18,0.2,0,0.17,0.36,0.03,0.66,1,0.83,0.15,0.6
41,NA,NA,Tigardcity,4,0.03,0.32,0.01,0.92,0.21,0.04,0.3,0.45,0.24,0.36,0.05,1,0.4,0.65,0.38,0.67,0.38,0.12,0.42,0.42,0.4,0.39,0.43,0.37,0.36,0.19,0.3,0.01,0.11,0.09,0.13,0.48,0.21
48,NA,NA,Weslacocity,4,0.02,0.79,0,0.69,0.03,1,0.59,0.54,0.36,0.52,0.03,1,0.1,0.25,0.68,0.24,0.67,0.88,0.38,0.08,0.08,0.09,0.04,0.14,1,0.15,0.2,0.07,0.95,1,0.86,0.18,1
25,23,9000,Brocktoncity,4,0.13,0.53,0.25,0.7,0.1,0.12,0.42,0.53,0.35,0.38,0.15,1,0.33,0.54,0.13,0.33,0.45,0.71,0.39,0.36,0.28,0.31,0.25,0.17,0.24,0.21,0.25,0.11,0.35,0.26,0.44,0.19,0.61
12,NA,NA,BocaRatoncity,4,0.08,0.28,0.06,0.92,0.12,0.1,0.29,0.34,0.24,0.71,0.1,1,0.51,0.4,0.24,0.73,0.63,0.09,0.56,0.58,0.8,0.81,0.21,0.13,0.32,0.54,0.55,0.03,0.13,0.12,0.18,0.56,0.15
46,99,59020,SiouxFallscity,4,0.14,0.37,0.01,0.96,0.04,0.01,0.4,0.54,0.34,0.36,0.16,1,0.26,0.64,0.72,0.51,0.41,0.22,0.35,0.3,0.29,0.28,0.19,0.07,0.15,0.14,0.21,0.07,0.22,0.27,0.27,0.36,0.13
6,NA,NA,Dinubacity,4,0,0.83,0,0.33,0.19,1,0.51,0.55,0.37,0.36,0,0,0.17,0.45,0.47,0.27,0.53,1,0.33,0.16,0.11,0.16,0.1,0.14,0.23,0.18,0.21,0.03,0.6,1,0.91,0.12,1
9,3,37070,Hartfordtown,4,0.21,0.47,0.76,0.08,0.09,0.59,0.55,0.68,0.5,0.29,0.22,1,0.17,0.4,0.1,0.23,0.38,1,0.31,0.16,0.2,0.33,0.25,0.14,0.23,0.18,0.22,0.33,0.73,0.62,0.72,0.22,0.73
1,NA,NA,Saralandcity,4,0,0.48,0.13,0.89,0.01,0.01,0.45,0.46,0.3,0.35,0.02,1,0.31,0.61,0.28,0.35,0.47,0.13,0.61,0.29,0.23,0.23,0.18,0.19,0,0,0.15,0.01,0.18,0.32,0.46,0.13,0.24
49,NA,NA,Bountifulcity,4,0.04,0.77,0,0.98,0.06,0.03,0.61,0.53,0.34,0.33,0.06,1,0.44,0.67,0.39,0.67,0.43,0.22,0.62,0.41,0.32,0.3,0.13,0.13,0.23,0.46,0.53,0.02,0.12,0.05,0.12,0.49,0.18
25,21,60785,Sharontown,4,0.01,0.6,0.06,0.92,0.13,0.01,0.34,0.29,0.18,0.29,0.02,0.72,0.82,0.7,0.22,0.73,0.34,0.09,0.34,0.77,0.65,0.63,0.61,0.32,0.49,0,0.54,0,0.09,0.06,0.08,0.84,0.25
12,NA,NA,Ocoeecity,4,0,0.65,0.03,0.92,0.06,0.15,0.46,0.54,0.29,0.19,0.02,1,0.34,0.79,0.33,0.26,0.29,0.17,0.4,0.31,0.22,0.21,0.27,0,0.27,0.24,0.26,0.01,0.19,0.37,0.5,0.13,0.3
48,NA,NA,Donnacity,4,0,1,0,0.71,0.01,1,0.66,0.61,0.42,0.37,0.02,1,0.09,0.42,0.58,0.13,0.59,1,0.33,0.06,0.01,0.01,0.56,0.37,0.02,0.13,0.16,0.04,1,1,1,0.12,1
34,3,63360,RiverEdgeborough,4,0,0.41,0.01,0.86,0.52,0.06,0.24,0.3,0.17,0.64,0.02,1,0.67,0.52,0.37,0.83,0.65,0.07,0.69,0.66,0.62,0.61,0.67,0,0.41,0.49,0.93,0,0.05,0.18,0.22,0.64,0.13
6,NA,NA,Stantoncity,4,0.03,0.6,0.04,0.59,0.74,0.62,0.4,0.62,0.4,0.28,0.05,1,0.36,0.7,0.07,0.21,0.32,0.39,0.36,0.32,0.26,0.29,0.32,0.23,0.25,0.25,0.28,0.04,0.35,0.47,0.51,0.21,0.55
1,NA,NA,Hartsellecity,4,0,0.43,0.12,0.9,0.01,0,0.46,0.45,0.28,0.43,0.02,1,0.28,0.57,0.65,0.37,0.53,0.36,0.42,0.29,0.24,0.24,0.19,0.14,0.52,0.31,0.45,0.01,0.27,0.48,0.51,0.21,0.33
51,750,65392,Radfordcity,4,0.01,0.65,0.12,0.88,0.1,0.02,1,1,1,0.26,0,0,0.13,0.62,0.08,0.47,0.42,0.25,0.34,0.26,0.15,0.15,0.19,0,0.23,0.41,0.2,0.04,0.86,0.41,0.42,0.47,0.37
6,NA,NA,Breacity,4,0.04,0.46,0.02,0.8,0.38,0.29,0.38,0.51,0.33,0.29,0.05,1,0.65,0.76,0.12,0.58,0.3,0.15,0.39,0.65,0.56,0.56,0.47,0.3,0.43,0.48,0.51,0.01,0.08,0.15,0.2,0.5,0.15
9,3,71390,SouthWindsortown,4,0.02,0.52,0.04,0.92,0.15,0.03,0.33,0.39,0.22,0.23,0.03,0.86,0.76,0.87,0.53,0.77,0.25,0.09,0.37,0.69,0.61,0.59,0.61,0,0.46,0.48,1,0,0.02,0.12,0.18,0.51,0.08
42,133,87056,Yorktownship,4,0.01,0.35,0.01,0.98,0.06,0.01,0.31,0.36,0.23,0.52,0.02,0.78,0.42,0.59,0.56,0.74,0.49,0.11,0.52,0.43,0.44,0.42,0.94,0,0.2,0.15,0.45,0.01,0.07,0.29,0.33,0.36,0.09
50,21,61225,Rutlandcity,4,0.01,0.32,0.01,0.99,0.03,0.01,0.31,0.44,0.29,0.56,0,0,0.23,0.43,0.28,0.55,0.61,0.53,0.43,0.25,0.27,0.26,0.32,0.11,0.15,0,0.33,0.02,0.31,0.29,0.38,0.3,0.38
25,21,50250,Norwoodtown,4,0.03,0.41,0.03,0.95,0.09,0.02,0.29,0.49,0.3,0.53,0.05,1,0.51,0.59,0.13,0.56,0.55,0.25,0.53,0.54,0.45,0.43,0.45,0.37,0.29,0.68,0.81,0.01,0.09,0.15,0.22,0.43,0.27
47,NA,NA,Athenscity,4,0,0.35,0.18,0.85,0.03,0.01,0.45,0.48,0.35,0.54,0,0,0.13,0.35,0.16,0.25,0.56,0.53,0.32,0.15,0.17,0.17,0.2,0.1,0.22,0.47,0.19,0.02,0.62,0.79,0.71,0.27,0.62
6,NA,NA,Saratogacity,4,0.03,0.51,0.01,0.75,0.92,0.06,0.33,0.27,0.2,0.43,0.04,1,1,0.67,0.4,0.94,0.4,0.07,0.51,1,1,1,0.62,0.17,0.76,0.92,1,0,0.02,0.05,0.05,0.96,0.12
6,NA,NA,Arcadiacity,4,0.06,0.43,0.02,0.57,1,0.2,0.41,0.41,0.28,0.53,0.08,1,0.59,0.53,0.46,0.7,0.47,0.16,0.51,0.64,0.7,0.78,0.57,0.13,0.42,0.43,0.56,0.02,0.13,0.16,0.17,0.59,0.18
18,NA,NA,Huntingtoncity,4,0.01,0.45,0,0.98,0.04,0.01,0.49,0.53,0.36,0.46,0,0,0.23,0.49,0.32,0.49,0.57,0.19,0.47,0.25,0.21,0.2,0.16,0.25,0.13,0.06,0.3,0.01,0.22,0.24,0.44,0.18,0.3
48,NA,NA,SanBenitocity,4,0.02,0.87,0,0.63,0,1,0.62,0.58,0.38,0.37,0.03,1,0.08,0.35,0.39,0.14,0.6,1,0.33,0.07,0.04,0.05,0.14,0.04,0,0.14,0.19,0.07,0.99,1,0.96,0.13,0.98
29,NA,NA,Ballwincity,4,0.02,0.51,0.03,0.95,0.11,0.02,0.38,0.42,0.23,0.26,0.03,1,0.58,0.81,0.21,0.74,0.3,0.05,0.4,0.55,0.5,0.48,0.67,0.36,0.42,0.34,0.59,0,0.05,0.09,0.14,0.59,0.07
37,NA,NA,Raleighcity,4,0.32,0.32,0.54,0.53,0.15,0.02,0.5,0.72,0.55,0.26,0.33,1,0.34,0.75,0.36,0.53,0.28,0.18,0.29,0.42,0.4,0.49,0.25,0.21,0.26,0.31,0.47,0.21,0.3,0.16,0.21,0.66,0.21
48,NA,NA,FortWorthcity,4,0.7,0.44,0.43,0.45,0.12,0.36,0.41,0.57,0.36,0.35,0.71,1,0.25,0.6,0.28,0.37,0.4,0.29,0.39,0.25,0.27,0.37,0.2,0.18,0.25,0.2,0.25,0.69,0.46,0.42,0.49,0.34,0.48
41,NA,NA,GrantsPasscity,4,0.01,0.33,0,0.95,0.08,0.05,0.34,0.37,0.23,0.7,0,0,0.16,0.21,0.33,0.44,0.7,0.41,0.62,0.19,0.22,0.21,0.18,0.17,0.23,0.25,0.28,0.03,0.47,0.26,0.41,0.21,0.62
6,NA,NA,RedondoBeachcity,4,0.08,0.23,0.03,0.81,0.42,0.21,0.18,0.56,0.25,0.21,0.1,1,0.66,0.78,0.16,0.58,0.17,0.15,0.26,0.66,0.73,0.72,0.77,0.34,0.59,0.49,0.56,0.03,0.13,0.09,0.14,0.66,0.16
1,NA,NA,Hueytowncity,4,0.01,0.44,0.26,0.8,0.01,0,0.4,0.41,0.27,0.51,0.02,1,0.29,0.52,0.03,0.32,0.61,0.12,0.68,0.29,0.24,0.24,0.27,0.39,0.14,0,0,0.01,0.17,0.27,0.42,0.13,0.31
13,NA,NA,Atlantacity,4,0.62,0.37,1,0,0.05,0.03,0.45,0.57,0.41,0.34,0.62,1,0.18,0.47,0.22,0.26,0.4,0.67,0.3,0.17,0.35,0.87,0.21,0.22,0.3,0.21,0.43,0.93,0.73,0.37,0.52,0.42,0.61
6,NA,NA,Bellcity,4,0.04,1,0.02,0.11,0.08,1,0.58,0.72,0.5,0.17,0.05,1,0.18,0.58,0.11,0.07,0.31,0.74,0.22,0.14,0.06,0.08,0.21,0.09,0.19,0.2,0.23,0.08,0.7,1,1,0.04,0.86
25,25,7000,Bostoncity,4,0.91,0.36,0.5,0.43,0.32,0.2,0.46,0.72,0.55,0.35,0.91,1,0.29,0.52,0.15,0.4,0.35,0.58,0.32,0.3,0.36,0.46,0.27,0.16,0.22,0.25,0.3,0.93,0.49,0.35,0.41,0.48,0.54
6,NA,NA,YubaCitycity,4,0.03,0.41,0.05,0.64,0.47,0.33,0.4,0.54,0.34,0.36,0.04,1,0.2,0.52,0.57,0.3,0.41,0.7,0.52,0.21,0.23,0.26,0.23,0.22,0.18,0.18,0.21,0.04,0.49,0.38,0.44,0.25,0.75
34,15,43440,Mantuatownship,4,0,0.57,0.03,0.97,0.03,0.02,0.36,0.44,0.26,0.34,0.01,0.86,0.51,0.65,0.7,0.52,0.44,0.14,0.6,0.46,0.42,0.4,0.47,0.1,0.39,0.01,0.7,0,0.07,0.19,0.38,0.28,0.15
49,NA,NA,WestJordancity,4,0.05,1,0.01,0.91,0.12,0.12,0.63,0.58,0.29,0.04,0.07,0.99,0.36,0.91,0.25,0.34,0.1,0.21,0.12,0.31,0.15,0.14,0.29,0.12,0.18,0.27,0.28,0.03,0.17,0.09,0.22,0.24,0.18
44,7,14140,CentralFallscity,4,0.01,0.44,0.08,0.66,0.05,0.54,0.38,0.55,0.35,0.46,0.03,1,0.12,0.33,0.27,0.28,0.6,0.82,0.36,0.14,0.13,0.14,0.18,0.1,0.09,0.2,0.22,0.03,0.59,0.85,0.95,0.07,0.66
51,770,68000,Roanokecity,4,0.14,0.28,0.47,0.61,0.04,0.01,0.32,0.44,0.28,0.55,0.15,1,0.18,0.45,0.17,0.35,0.61,0.42,0.48,0.21,0.25,0.29,0.21,0.16,0.19,0.13,0.29,0.14,0.42,0.47,0.56,0.24,0.32
39,99,88000,Youngstowncity,4,0.14,0.4,0.74,0.38,0.02,0.07,0.42,0.43,0.29,0.62,0.15,1,0.09,0.11,0.07,0.24,0.72,1,0.79,0.12,0.11,0.16,0.16,0.16,0.09,0.17,0.2,0.25,0.77,0.36,0.6,0.11,1
47,NA,NA,Chattanoogacity,4,0.23,0.33,0.66,0.47,0.06,0.01,0.4,0.47,0.33,0.49,0.24,1,0.17,0.43,0.17,0.31,0.54,0.47,0.43,0.2,0.25,0.32,0.19,0.18,0.26,0.19,0.46,0.24,0.48,0.44,0.54,0.28,0.43
27,53,30140,Hopkinscity,4,0.01,0.14,0.03,0.93,0.14,0.02,0.21,0.67,0.38,0.46,0.03,1,0.3,0.59,0.17,0.52,0.4,0.19,0.3,0.33,0.41,0.4,0.33,0.26,0.21,0.1,0.35,0.01,0.17,0.17,0.2,0.41,0.07
12,NA,NA,Daniacity,4,0,0.23,0.61,0.5,0.03,0.11,0.22,0.32,0.19,0.74,0.02,1,0.19,0.36,0.3,0.39,0.68,0.3,0.38,0.19,0.27,0.35,0.18,0.25,0.15,0.09,0.26,0.02,0.55,0.47,0.7,0.17,0.59
55,133,56375,NewBerlincity,4,0.04,0.55,0,0.98,0.06,0.01,0.38,0.38,0.22,0.26,0.05,1,0.62,0.79,0.26,0.85,0.33,0.06,0.48,0.57,0.45,0.43,0.08,0.32,0.39,0.25,0.32,0,0.03,0.11,0.14,0.46,0.09
